id,categorie,programme,ancienne_url,type_url,nouvelle_url_proposee,statut_contenu,a_verifier
439,Voyage international,Découvrez la Fascinante Andalousie en 7 Jours / 6 Nuits à partir de 7850 Dhs !,https://www.ajinsafro.ma/voyages-international/decouvrez-la-fascinante-andalousie-en-7-jours-6-nuits-a-partir-de-7600-dhs--439,Variante programme,https://ajinsafro.net/voyages-organises/decouvrez-la-fascinante-andalousie-en-7-jours-6-nuits-a-partir-de-7600-dhs-439,ok,oui
439,Voyage international,Découvrez la Fascinante Andalousie en 7 Jours / 6 Nuits à partir de 7850 Dhs !,https://www.ajinsafro.ma/voyages-international/decouvrez-la-fascinante-andalousie-en-7-jours-6-nuits-a-partir-de-7850-dhs-439,Programme principal,https://ajinsafro.net/voyages-organises/decouvrez-la-fascinante-andalousie-en-7-jours-6-nuits-a-partir-de-7600-dhs-439,ok,oui
443,International,Voyage au Liban et Al Qods Al Sharif en 11 jours / 10 Nuits à partir de 21000 DHs,https://www.ajinsafro.ma/onedeal.php?id=443,Ancienne URL technique,https://ajinsafro.net/voyages-organises/voyage-au-liban-et-al-qods-al-sharif-en-11-jours-10-nuits-a-partir-de-21000-dhs-443,ok,oui
447,Voyage national,Excursion Chefchaouen | Départ Chaque Samedi Et Dimanche,https://www.ajinsafro.ma/voyage-national/excursion-chefchaouen-depart-chaque-samedi-et-dimanche-447,Programme principal,https://ajinsafro.net/voyages-maroc/excursion-chefchaouen-depart-chaque-samedi-et-dimanche-447,ok,oui
448,National,Excursion Marrakech | Départ Chaque Samedi Et Dimanche,https://www.ajinsafro.ma/voyage-national/excursion-marrakech-depart-chaque-samedi-et-dimanche-448,Programme principal,https://ajinsafro.net/voyages-maroc/excursion-marrakech-depart-chaque-samedi-et-dimanche-448,ok,oui
451,Voyage national,Excursion Tanger | Départ Chaque Samedi Et Dimanche,https://www.ajinsafro.ma/voyage-national/excursion-tanger-depart-chaque-samedi-et-dimanche-451,Programme principal,https://ajinsafro.net/voyages-maroc/excursion-tanger-depart-chaque-samedi-et-dimanche-451,ok,oui
453,National,Circuit 3 jours à Bin El Ouidane - Ouzoud - Marrakech - Ourika - Terres d'Amanar à partir de 1350 DHs (Vacances Mawlid),https://www.ajinsafro.ma/voyage-national/circuit-3-jours-a-bin-el-ouidane-ouzoud-marrakech-ourika-terres-damanar-a-partir-de-1350-dhs-vacances-mawlid-453,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-3-jours-a-bin-el-ouidane-ouzoud-marrakech-ourika-terres-damanar-a-partir-453,ok,non
458,National,Fès - Ifrane - Meknès|Plusieurs Départs Disponibles,https://www.ajinsafro.ma/voyage-national/fes-ifrane-meknesplusieurs-departs-disponibles-458,Programme principal,https://ajinsafro.net/voyages-maroc/fes-ifrane-meknesplusieurs-departs-disponibles-458,ok,oui
462,Omra,Omra Mawlid Nabawi 1446 ( 13 jours / 12 Nuits ) du 18 au 30 Sept 2024 à partir de 14400 DHs!,https://www.ajinsafro.ma/onedeal.php?id=462,Ancienne URL technique,https://ajinsafro.net/hajj-omra/omra-mawlid-nabawi-1446-13-jours-12-nuits-du-18-au-30-sept-2024-a-partir-de-1440-462,ok,oui
464,Omra,Offre spéciale vacances scolaires : Omra Janvier 2024 du 17 au 27 Janvier 2024 à partir de 21000 DHs!,https://www.ajinsafro.ma/onedeal.php?id=464,Ancienne URL technique,https://ajinsafro.net/hajj-omra/offre-speciale-vacances-scolaires-omra-janvier-2024-du-17-au-27-janvier-2024-a-p-464,ok,oui
466,Voyage international,"Séjour 5 Jours / 4 Nuits à Barcelone, la capitale cosmopolite de la région catalane d'Espagne à partir de 8900 DHs!",https://www.ajinsafro.ma/voyages-international/sejour-5-jours-4-nuits-a-barcelone-la-capitale-cosmopolite-de-la-region-catalane-despagne-a-partir-de-8900-dhs-466,Programme principal,https://ajinsafro.net/voyages-organises/sejour-5-jours-4-nuits-a-barcelone-la-capitale-cosmopolite-de-la-region-catalane-466,ok,oui
467,Voyage national,Aventure Marocaine : Évasion et Découverte au Cœur du Royaume - Offre Spéciale Vacances Scolaires à seulement 2400 DHs !,https://www.ajinsafro.ma/team/buy.php?id=467,Ancienne commande,https://ajinsafro.net/voyages-maroc/aventure-marocaine-evasion-et-decouverte-au-coeur-du-royaume-offre-speciale-vaca-467,ok,oui
467,Voyage national,Aventure Marocaine : Évasion et Découverte au Cœur du Royaume - Offre Spéciale Vacances Scolaires à seulement 2400 DHs !,https://www.ajinsafro.ma/voyage-national/aventure-marocaine-evasion-et-decouverte-au-coeur-du-royaume-offre-speciale-vacances-scolaires-a-seulement-2400-dhs--467,Programme principal,https://ajinsafro.net/voyages-maroc/aventure-marocaine-evasion-et-decouverte-au-coeur-du-royaume-offre-speciale-vaca-467,ok,oui
470,International,Circuit Portugal ( 8 Jours / 7 Nuits ) à partir de 11700 MAD !,https://www.ajinsafro.ma/voyages-international/circuit-portugal-8-jours-7-nuits-a-partir-de-11700-mad--470,Programme principal,https://ajinsafro.net/voyages-organises/circuit-portugal-8-jours-7-nuits-a-partir-de-11700-mad-470,ok,oui
480,Voyage national,Week-End À Al Hoceima spécial pour Nass CharQ : La Perle De La Méditerrané | Plusieurs Départs Disponibles,https://www.ajinsafro.ma/voyage-national/weekend-a-al-hoceima-special-pour-nass-charq-la-perle-de-la-mediterrane-plusieurs-departs-disponibles-480,Programme principal,https://ajinsafro.net/voyages-maroc/weekend-a-al-hoceima-special-pour-nass-charq-la-perle-de-la-mediterrane-plusieur-480,ok,non
481,Voyage national,6 Jours / 5 Nuits à Agadir par avion plus excursion à Legzira - Mirleft et Tiznit !,https://www.ajinsafro.ma/voyage-national/6-jours-5-nuits-a-agadir-par-avion-plus-excursion-a-legzira-mirleft-et-tiznit--481,Programme principal,https://ajinsafro.net/voyages-maroc/6-jours-5-nuits-a-agadir-par-avion-plus-excursion-a-legzira-mirleft-et-tiznit-481,ok,oui
483,Voyage national,Voyage spéciale 6 jours à Dakhla & laayoune par avion départ de Casablanca !,https://www.ajinsafro.ma/voyage-national/voyage-a-dakhla-4-jours-exclusive-pour-nass-laayoune-depart-chaque-mercredi-483,Programme principal,https://ajinsafro.net/voyages-maroc/voyage-a-dakhla-4-jours-exclusive-pour-nass-laayoune-depart-chaque-mercredi-483,ok,oui
485,Voyage national,Circuit 3 Jours à Al Hoceïma - Nador - Saidia à seulement 1460 DHs!,https://www.ajinsafro.ma/voyage-national/circuit-3-jours-a-al-hoceima-nador-saidia-a-seulement-1460-dhs-485,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-3-jours-a-al-hoceima-nador-saidia-a-seulement-1460-dhs-485,ok,non
487,Voyage national,Séjours de Luxe chez Ajinsafro Saidia All inclusive plus Al hoceima / Plusieurs depart disponible,https://www.ajinsafro.ma/voyage-national/sejours-de-luxe-chez-ajinsafro-saidia-all-inclusive-plus-al-hoceima-plusieurs-depart-disponible-487,Programme principal,https://ajinsafro.net/voyages-maroc/sejours-de-luxe-chez-ajinsafro-saidia-all-inclusive-plus-al-hoceima-plusieurs-de-487,ok,non
488,Voyage national,Week end Al hoceima par avion chez AjiNsafro | Plusieurs depart disponible,https://www.ajinsafro.ma/voyage-national/week-end-al-hoceima-par-avion-chez-ajinsafro-plusieurs-depart-disponible-488,Programme principal,https://ajinsafro.net/voyages-maroc/week-end-al-hoceima-par-avion-chez-ajinsafro-plusieurs-depart-disponible-488,ok,non
489,Voyage national,Voyage avec HÔTEL de luxe à Al Hoceima exclusive chez AjiNsafro | Plusieurs Depart Disponible,https://www.ajinsafro.ma/voyage-national/voyage-avec-hotel-de-luxe-a-al-hoceima-exclusive-chez-ajinsafro-plusieurs-depart-disponible-489,Programme principal,https://ajinsafro.net/voyages-maroc/voyage-avec-hotel-de-luxe-a-al-hoceima-exclusive-chez-ajinsafro-plusieurs-depart-489,ok,non
490,National,Offre spéciale fin d'année 4 jours à Merzouga - Gorges Du Toudra - Kelâat M'Gouna - Ouarzazate - Agadir à Seulement 1900 DHs!,https://www.ajinsafro.ma/onedeal.php?id=490,Ancienne URL technique,https://ajinsafro.net/voyages-maroc/offre-speciale-fin-d-annee-4-jours-a-merzouga-gorges-du-toudra-kelaat-m-gouna-ou-490,ok,oui
494,Voyage national,Assilah – Tanger – Fnideq – M'diq – Tétouan – Martil – Akchour – Chefchaouen,https://www.ajinsafro.ma/voyage-national/circuit-4-jours-a-assilah-tanger-fnideq-mdiq-martil-tetouan-chefchaouen-494,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-4-jours-a-assilah-tanger-fnideq-mdiq-martil-tetouan-chefchaouen-494,ok,oui
496,Voyage national,Aït Bouguemez – Ouzoud – Marrakech,https://www.ajinsafro.ma/team/buy.php?id=496,Ancienne commande,https://ajinsafro.net/voyages-maroc/ait-bouguemez-ouzoud-marrakech-496,partiel,oui
498,Voyage national,Circuit 3 Jours à Imlil - Toubkal - Marrakech à seulement 1690 DHs!,https://www.ajinsafro.ma/voyage-national/circuit-3-jours-a-imlil-toubkal-marrakech-depart-chaque-semaine--498,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-3-jours-a-imlil-toubkal-marrakech-depart-chaque-semaine-498,ok,oui
501,Hébergement,Profitez d'Un Séjour Dans Un Bungalow À DAKHLA KITESURF WORLD À Partir De 1350 DH,https://www.ajinsafro.ma/onedeal.php?id=501,Ancienne URL technique,https://ajinsafro.net/hebergement/profitez-d-un-sejour-dans-un-bungalow-a-dakhla-kitesurf-world-a-partir-de-1350-d-501,partiel,oui
504,National,Circuit 4 Jours Spécial Nord confort Départ par AVION ou TGV à Seulement 1690 DHs !,https://www.ajinsafro.ma/voyage-national/circuit-4-jours-special-nord-confort-depart-par-avion-ou-tgv-a-seulement-1690-dhs--504,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-4-jours-special-nord-confort-depart-par-avion-ou-tgv-a-seulement-1690-dh-504,ok,non
511,Voyage national,Week-end à Ifrane - Moulay Yakoub - Fès á seulement 920 DHs!,https://www.ajinsafro.ma/team/buy.php?id=511,Ancienne commande,https://ajinsafro.net/voyages-maroc/week-end-a-ifrane-moulay-yakoub-fes-a-seulement-920-dhs-511,ok,oui
511,Voyage national,Week-end à Ifrane - Moulay Yakoub - Fès á seulement 920 DHs!,https://www.ajinsafro.ma/voyage-national/week-end-a-ifrane-moulay-yakoub-fes-a-seulement-920-dhs-511,Programme principal,https://ajinsafro.net/voyages-maroc/week-end-a-ifrane-moulay-yakoub-fes-a-seulement-920-dhs-511,ok,oui
513,Voyage national,Marrakech → Tanger – Chefchaouen – Akchour,https://www.ajinsafro.ma/voyage-national/circuit-special-depart-de-marrakech-vers-tangerchefchaouenakchour-plusieurs-date-disponible-513,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-special-depart-de-marrakech-vers-tangerchefchaouenakchour-plusieurs-date-513,ok,non
515,Voyage national,Agadir Nouvel An,https://www.ajinsafro.ma/team/buy.php?id=515,Ancienne commande,https://ajinsafro.net/voyages-maroc/agadir-nouvel-an-515,partiel,oui
516,International,Séjour 7 Jours / 6 Nuitées à Paris & Helsinki à partir de 18900 DHs!!,https://www.ajinsafro.ma/onedeal.php?id=516,Ancienne URL technique,https://ajinsafro.net/voyages-organises/sejour-7-jours-6-nuitees-a-paris-and-helsinki-a-partir-de-18900-dhs-516,ok,non
516,International,Séjour 7 Jours / 6 Nuitées à Paris & Helsinki à partir de 18900 DHs!!,https://www.ajinsafro.ma/voyages-international/sejour-7-jours-6-nuitees-a-paris-and-helsinki-a-partir-de-18900-dhs-516,Programme principal,https://ajinsafro.net/voyages-organises/sejour-7-jours-6-nuitees-a-paris-and-helsinki-a-partir-de-18900-dhs-516,ok,non
517,National,Excursion D'une Journée Spéciale à Terre d'amanar | Départ de Marrakech chaque dimanche !,https://www.ajinsafro.ma/voyage-national/excursion-dune-journee-speciale-a-terre-damanar-depart-de-marrakech-chaque-dimanche--517,Programme principal,https://ajinsafro.net/voyages-maroc/excursion-dune-journee-speciale-a-terre-damanar-depart-de-marrakech-chaque-diman-517,partiel,oui
518,National,Week-end sur glace à Michlifen - Azrou - Ifrane | Départ chaque samedi matin !,https://www.ajinsafro.ma/voyage-national/weekend-sur-glace-a-michlifen-azrou-ifrane-depart-chaque-samedi-matin--518?lang=fr_FR,Programme principal,https://ajinsafro.net/voyages-maroc/weekend-sur-glace-a-michlifen-azrou-ifrane-depart-chaque-samedi-matin-518?lang=f-518,ok,oui
521,Voyage national,Séjours à Dakhla 5 Jours / 4 Nuits dans des hôtels de luxe a partir de 6690 MAD | Plusieurs date disponible,https://www.ajinsafro.ma/voyage-national/sejours-a-dakhla-5-jours-4-nuits-dans-des-hotels-de-luxe-a-partir-de-6690-mad-plusieurs-date-disponible-521,Programme principal,https://ajinsafro.net/voyages-maroc/sejours-a-dakhla-5-jours-4-nuits-dans-des-hotels-de-luxe-a-partir-de-6690-mad-pl-521,ok,oui
523,Hébergement,Le Plaisir Prolongé - Séjour 2 Adultes + 1 Enfant À Mercure Rif Nador À Petit Prix,https://www.ajinsafro.ma/onedeal.php?id=523,Ancienne URL technique,https://ajinsafro.net/hebergement/le-plaisir-prolonge-sejour-2-adultes-1-enfant-a-mercure-rif-nador-a-petit-prix-523,ok,oui
524,Hébergement,Profitez d'Un Séjour de luxe à l'Hôtel Sofitel Tamuda Bay Beach & Spa à Partir de Seulement 2250DHs!!,https://www.ajinsafro.ma/onedeal.php?id=524,Ancienne URL technique,https://ajinsafro.net/hebergement/profitez-d-un-sejour-de-luxe-a-l-hotel-sofitel-tamuda-bay-beach-spa-a-partir-de-524,partiel,oui
530,Hébergement,Profitez d'Un séjour en Famille à l'Hôtel Kenzi Europa Agadir à Partir de Seulement 1200 DHs,https://www.ajinsafro.ma/onedeal.php?id=530,Ancienne URL technique,https://ajinsafro.net/hebergement/profitez-d-un-sejour-en-famille-a-l-hotel-kenzi-europa-agadir-a-partir-de-seulem-530,ok,oui
531,Hébergement,Profitez Des Vacances Familiale à Odyssee Park Agadir à Petit Prix!,https://www.ajinsafro.ma/onedeal.php?id=531,Ancienne URL technique,https://ajinsafro.net/hebergement/profitez-des-vacances-familiale-a-odyssee-park-agadir-a-petit-prix-531,ok,oui
532,Hébergement,Accueillez 2025 au Luxe et Bien-être au Hôtel Widiane Suite & Spa 5* dès 1720 DHs / nuit !,https://www.ajinsafro.ma/onedeal.php?id=532,Ancienne URL technique,https://ajinsafro.net/hebergement/accueillez-2025-au-luxe-et-bien-etre-au-hotel-widiane-suite-spa-5-des-1720-dhs-n-532,ok,oui
534,Hébergement,Offre spéciale Hiver 2022/2023 à El Cortijo Chefchaouen à seulement 1100 DHs!,https://www.ajinsafro.ma/onedeal.php?id=534,Ancienne URL technique,https://ajinsafro.net/hebergement/offre-speciale-hiver-2022-2023-a-el-cortijo-chefchaouen-a-seulement-1100-dhs-534,ok,oui
535,Hébergement,Séjour plein de détente à UPUPA DE L'ATLAS à Partir De Seulement 850 DHs,https://www.ajinsafro.ma/onedeal.php?id=535,Ancienne URL technique,https://ajinsafro.net/hebergement/sejour-plein-de-detente-a-upupa-de-l-atlas-a-partir-de-seulement-850-dhs-535,ok,oui
536,Hébergement,Expériences originales à vivre dans La Villa Kamilia Essaouira à partie de seulement 790DHs!,https://www.ajinsafro.ma/onedeal.php?id=536,Ancienne URL technique,https://ajinsafro.net/hebergement/experiences-originales-a-vivre-dans-la-villa-kamilia-essaouira-a-partie-de-seule-536,ok,oui
537,Hébergement,Week-end ALL INCLUSIVE pour 2 adultes+2 enfants gratuit À Partir De 2950 DH!,https://www.ajinsafro.ma/onedeal.php?id=537,Ancienne URL technique,https://ajinsafro.net/hebergement/week-end-all-inclusive-pour-2-adultes-2-enfants-gratuit-a-partir-de-2950-dh-537,ok,oui
537,Hébergement,Week-end ALL INCLUSIVE pour 2 adultes+2 enfants gratuit À Partir De 2950 DH!,https://www.ajinsafro.ma/team/buy.php?id=537,Ancienne commande,https://ajinsafro.net/hebergement/week-end-all-inclusive-pour-2-adultes-2-enfants-gratuit-a-partir-de-2950-dh-537,ok,oui
538,Hébergement,Le Plaisir Prolongé - Séjour Dans Mercure Rif Nador À Petit Prix,https://www.ajinsafro.ma/onedeal.php?id=538,Ancienne URL technique,https://ajinsafro.net/hebergement/le-plaisir-prolonge-sejour-dans-mercure-rif-nador-a-petit-prix-538,partiel,oui
539,Voyage national,Spécial VIP Al Hoceima Vol + Hébergement à l'hôtel 3* ou 4* + Transferts à 2650 DHs!,https://www.ajinsafro.ma/voyage-national/special-vip-al-hoceima-vol-hebergement-a-lhotel-3-ou-4-transferts-a-2650-dhs-539,Variante programme,https://ajinsafro.net/voyages-maroc/special-vip-al-hoceima-vol-hebergement-a-lhotel-3-ou-4-transferts-a-2650-dhs-539,ok,oui
539,Voyage national,Spécial VIP Al Hoceima Vol + Hébergement à l'hôtel 3* ou 4* + Transferts à 2650 DHs!,https://www.ajinsafro.ma/voyage-national/special-vip-al-hoceima-vol-hebergement-a-lhotel-3-ou-4-transferts-a-3790-dhs-539,Programme principal,https://ajinsafro.net/voyages-maroc/special-vip-al-hoceima-vol-hebergement-a-lhotel-3-ou-4-transferts-a-2650-dhs-539,ok,oui
540,Hébergement,Pack familiale : Partez Pour Un Séjour a Iberostar Saïdia 2 Adultes+ 1 Enfant À Partir De 1650 DH!,https://www.ajinsafro.ma/onedeal.php?id=540,Ancienne URL technique,https://ajinsafro.net/hebergement/pack-familiale-partez-pour-un-sejour-a-iberostar-saidia-2-adultes-1-enfant-a-par-540,partiel,oui
541,Hébergement,Profitez d'une somptueuse nuit All inclusive à l'hôtel Iberostar Club Palmeraie Marrakech À Partir de 1750 DH!,https://www.ajinsafro.ma/onedeal.php?id=541,Ancienne URL technique,https://ajinsafro.net/hebergement/profitez-d-une-somptueuse-nuit-all-inclusive-a-l-hotel-iberostar-club-palmeraie-541,ok,oui
542,Hébergement,Excellent Séjour Au Calme À L'hôtel Tasgua-Yan À Essaouira Pour 2 Nuits À Partir De 1600 Dhs!,https://www.ajinsafro.ma/onedeal.php?id=542,Ancienne URL technique,https://ajinsafro.net/hebergement/excellent-sejour-au-calme-a-l-hotel-tasgua-yan-a-essaouira-pour-2-nuits-a-partir-542,ok,oui
543,Voyage international,Évasion à Istanbul : 8 Jours / 7 Nuits au Cœur de l'Empire à partir de 7990 DHs!,https://www.ajinsafro.ma/onedeal.php?id=543,Ancienne URL technique,https://ajinsafro.net/voyages-organises/circuit-8-jours-a-istanbul-a-partir-de-5990-mad-543?lang=fr_FR-543,ok,oui
543,Voyage international,Évasion à Istanbul : 8 Jours / 7 Nuits au Cœur de l'Empire à partir de 7990 DHs!,https://www.ajinsafro.ma/voyages-international/circuit-8-jours-a-istanbul-a-partir-de-5990-mad--543?lang=fr_FR,Programme principal,https://ajinsafro.net/voyages-organises/circuit-8-jours-a-istanbul-a-partir-de-5990-mad-543?lang=fr_FR-543,ok,oui
543,Voyage international,Évasion à Istanbul : 8 Jours / 7 Nuits au Cœur de l'Empire à partir de 7990 DHs!,https://www.ajinsafro.ma/voyages-international/circuit-8-jours-a-istanbul-a-partir-de-7900-mad--543,Variante URL,https://ajinsafro.net/voyages-organises/circuit-8-jours-a-istanbul-a-partir-de-5990-mad-543?lang=fr_FR-543,ok,oui
543,Voyage international,Évasion à Istanbul : 8 Jours / 7 Nuits au Cœur de l'Empire à partir de 7990 DHs!,https://www.ajinsafro.ma/voyages-international/evasion-a-istanbul-8-jours-7-nuits-au-coeur-de-lempire-a-partir-de-7990-dhs-543,Variante programme,https://ajinsafro.net/voyages-organises/circuit-8-jours-a-istanbul-a-partir-de-5990-mad-543?lang=fr_FR-543,ok,oui
544,Hébergement,Vacances À La Mer En Famille À Pullman Mazagan Royal Golf & Spa 2 Adultes + 1 Enfant À Partir de 1975 DHs,https://www.ajinsafro.ma/onedeal.php?id=544,Ancienne URL technique,https://ajinsafro.net/hebergement/vacances-a-la-mer-en-famille-a-pullman-mazagan-royal-golf-spa-2-adultes-1-enfant-544,ok,oui
546,Voyage national,Circuit 4 Jours VIP À Agadir Par Avion Avec Hôtel Plus 2 Jours D'excursions À Seulement 4500 DHs !,https://www.ajinsafro.ma/voyage-national/circuit-4-jours-vip-a-agadir-par-avion-avec-hotel-plus-2-jours-dexcursions-a-seulement-4500-dhs-546,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-4-jours-vip-a-agadir-par-avion-avec-hotel-plus-2-jours-dexcursions-a-seu-546,ok,oui
547,National,Circuit 6 jours VIP à Agadir par avion hôtel 4 étoiles plus 2 jours d'excursions à Seulement 3450 DHs !,https://www.ajinsafro.ma/onedeal.php?id=547,Ancienne URL technique,https://ajinsafro.net/voyages-maroc/circuit-6-jours-vip-a-agadir-par-avion-hotel-4-etoiles-plus-2-jours-d-excursions-547,ok,oui
548,Hébergement,Vacances À La Mer En Famille À Pullman Mazagan Royal Golf & Spa 2 Adultes + 1 Enfant À Partir de 1280 DHs,https://www.ajinsafro.ma/onedeal.php?id=548,Ancienne URL technique,https://ajinsafro.net/hebergement/vacances-a-la-mer-en-famille-a-pullman-mazagan-royal-golf-spa-2-adultes-1-enfant-548,partiel,oui
550,Hébergement,Un séjour de rêve à Al Hoceima Bay 2 Adultes + 2 Enfants à seulement 1680 DHs,https://www.ajinsafro.ma/onedeal.php?id=550,Ancienne URL technique,https://ajinsafro.net/hebergement/un-sejour-de-reve-a-al-hoceima-bay-2-adultes-2-enfants-a-seulement-1680-dhs-550,partiel,oui
551,Voyage national,Circuit 5 Jours / 4 Nuits par avion à Errachidia - Erfoud - Rissani Merzouga - Les Gorges todgha - Tinghir - Ouarzazate !,https://www.ajinsafro.ma/voyage-national/circuit-5-jours-4-nuits-par-avion-a-errachidia-erfoud-rissani-merzouga-les-gorges-todgha-tinghir-ouarzazate-551,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-5-jours-4-nuits-par-avion-a-errachidia-erfoud-rissani-merzouga-les-gorge-551,ok,oui
553,Voyage international,"Évasion Dorée à Dubaï – 8 Jours de Rêve entre Désert, Luxe et Futur à partir de 12900 DHs par personne!",https://www.ajinsafro.ma/voyages-international/evasion-doree-a-dubai-8-jours-de-reve-entre-desert-luxe-et-futur-a-partir-de-12900-dhs-par-personne-553,Programme principal,https://ajinsafro.net/voyages-organises/evasion-doree-a-dubai-8-jours-de-reve-entre-desert-luxe-et-futur-a-partir-de-129-553,ok,oui
554,Omra,Offre spéciale Omra Septembre de 14 jours à partir de 16300 DHs personne!,https://www.ajinsafro.ma/onedeal.php?id=554,Ancienne URL technique,https://ajinsafro.net/hajj-omra/offre-speciale-omra-septembre-de-14-jours-a-partir-de-16300-dhs-personne-554,ok,oui
554,Omra,Offre spéciale Omra Septembre de 14 jours à partir de 16300 DHs personne!,https://www.ajinsafro.ma/voyages-international/offre-speciale-omra-septembre-de-14-jours-a-partir-de-16300-dhs-personne-554,Programme principal,https://ajinsafro.net/hajj-omra/offre-speciale-omra-septembre-de-14-jours-a-partir-de-16300-dhs-personne-554,ok,oui
556,Omra,Omra combiné Al Quds al sharif du 10 au 30 Janvier 2024 à partir de 27500 DHs!,https://www.ajinsafro.ma/onedeal.php?id=556,Ancienne URL technique,https://ajinsafro.net/hajj-omra/omra-combine-al-quds-al-sharif-du-10-au-30-janvier-2024-a-partir-de-27500-dhs-556,ok,oui
564,Hébergement,Une nuit à Hyatt Regency Casablanca pour 2 adultes + 1 enfant à partir de seulement 1950 DH!,https://www.ajinsafro.ma/onedeal.php?id=564,Ancienne URL technique,https://ajinsafro.net/hebergement/une-nuit-a-hyatt-regency-casablanca-pour-2-adultes-1-enfant-a-partir-de-seulemen-564,partiel,oui
567,Voyage international,"Combiné Thaïlande & Laos en 14 jours (12 nuits) 3 en 1 Bangkok, Luang Prabang, Phuket à partir de 25800 DHs / personne!",https://www.ajinsafro.ma/voyages-international/combine-thailande-and-laos-en-14-jours-12-nuits-3-en-1-bangkok-luang-prabang-phuket-a-partir-de-25800-dhs-personne-567,Programme principal,https://ajinsafro.net/voyages-organises/combine-thailande-and-laos-en-14-jours-12-nuits-3-en-1-bangkok-luang-prabang-phu-567,ok,oui
568,International,Combiné Thaïlande & Cambodge (3 en 1 Bangkok / Siem Reap / Phuket en 14 Jours (12 Nuits) à partir de 25790 DHs / personne,https://www.ajinsafro.ma/voyages-international/combine-thailande-and-cambodge-3-en-1-bangkok-siem-reap-phuket-en-14-jours-12-nuits-a-partir-de-25790-dhs-personne-568,Programme principal,https://ajinsafro.net/voyages-organises/combine-thailande-and-cambodge-3-en-1-bangkok-siem-reap-phuket-en-14-jours-12-nu-568,ok,oui
570,Voyage international,Partez à la découverte de Dubaï lors d'un séjour inoubliable de 7 jours (6 nuits) à partir de 10900 DHs!,https://www.ajinsafro.ma/voyages-international/partez-a-la-decouverte-de-dubai-lors-dun-sejour-inoubliable-de-7-jours-6-nuits-a-partir-de-4800-dhs-570,Programme principal,https://ajinsafro.net/voyages-organises/partez-a-la-decouverte-de-dubai-lors-dun-sejour-inoubliable-de-7-jours-6-nuits-a-570,ok,oui
